"TapChanger:
ID","TapChanger:
TapMovability","TapChanger:
InternalId","TapChanger:
Name","TapChanger:
Parent","TapChanger:
ObjectType","TapChanger:
TapChangerRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_7f2de607-e748-49ce-87dc-e8e28aa47291,false,749705,High Tap,_f1533963-9fec-4e57-a780-1084b069e6dc,TapChanger,,,,,
_f423fa89-4b91-4a9e-9690-85d00dbf5487,true,770283,High Tap,_c0155323-3ac3-46f5-b73b-9d7a207f89b5,TapChanger,_2b6e86f2-367c-430f-a779-48def66ec73b,769995,T1,_68c6798f-a303-4a8e-968c-c75a5876e1a5,Terminal
_004dc3e7-0df2-4225-991e-0831471f5d2f,true,770322,High Tap,_d4ae533c-4d47-4a5b-a5b8-e1e16be29729,TapChanger,_2b6e86f2-367c-430f-a779-48def66ec73b,769995,T1,_68c6798f-a303-4a8e-968c-c75a5876e1a5,Terminal
_ad014201-d9e0-4beb-819e-8e8e229cfb38,true,770361,High Tap,_dceae8ed-d305-4348-815d-d80c3bfb1c77,TapChanger,_2b6e86f2-367c-430f-a779-48def66ec73b,769995,T1,_68c6798f-a303-4a8e-968c-c75a5876e1a5,Terminal
_d7ee0644-b004-4f23-bfcb-1728c93038dd,true,772415,High Tap,_e41bed48-5934-492b-8061-15df5693a260,TapChanger,,,,,
_1fc4e388-a9c7-4962-9ce0-32c21390b5b1,true,772421,High Tap,_43e2710a-d73d-456f-9fd7-9668384b7dfb,TapChanger,,,,,
_9f1c44da-1f1d-44ac-9f08-9ebb9a8720df,true,772427,High Tap,_4b2e8658-f9da-49dc-aee7-2237f4543643,TapChanger,,,,,
_6db0532e-b955-491d-82c1-110610d84f3e,true,781200,High Tap,_30dfaead-f2a6-4808-b428-81bb3977871d,TapChanger,_af48df57-c2c4-439b-b037-38ad8c1ac0d5,780598,T1,_0c1817f1-b5cd-4630-8306-b48636c8e4e3,Terminal
_4f849e9e-6b44-4695-8767-98bd6195701c,false,781235,Low Tap,_257841b1-e7ad-463b-8478-8ee2fcbb19e7,TapChanger,,,,,
_3578926f-16a9-434f-aaf7-962b2ab413a8,true,781239,High Tap,_0344a327-499d-474f-a83e-79c57f02bf7d,TapChanger,_af48df57-c2c4-439b-b037-38ad8c1ac0d5,780598,T1,_0c1817f1-b5cd-4630-8306-b48636c8e4e3,Terminal
_5f1ee86e-6dd6-46a5-b082-7f09ac1ab735,false,781274,Low Tap,_fc0821ba-34b2-4ed5-a571-f2b50e9f344a,TapChanger,,,,,
_b4c292a8-fe9b-422c-9eee-fc840cba520e,true,781278,High Tap,_9d611394-f3e0-42c5-b3de-0054fe3c1520,TapChanger,_af48df57-c2c4-439b-b037-38ad8c1ac0d5,780598,T1,_0c1817f1-b5cd-4630-8306-b48636c8e4e3,Terminal
_952062f0-cc85-4d57-92da-24925738e42b,false,781303,Low Tap,_45833f6b-8e8d-42da-b964-ba0ab69f8db8,TapChanger,,,,,
_5b25583c-be6f-457c-9bf1-a716f4e1a808,true,794225,High Tap,_7bbd33a3-fae6-4f5d-b9d3-1cd823a19408,TapChanger,,,,,
_ada06a4d-fee4-4a3f-bb1b-faf4f50882cc,true,794231,High Tap,_034ec45a-5722-483a-aaa4-ca3a65fbfbe5,TapChanger,,,,,
_d3c33e63-c42d-4830-86e5-46dc3a9aafa1,true,795295,High Tap,_02ab36e5-7c9d-4e5d-9c65-3855a305cc05,TapChanger,_10cf9385-e8a3-4662-9da5-f8ccbe6a048c,794810,T1,_e98e778b-9b80-464b-9f87-6c16f7c93639,Terminal
_c80a3e75-c048-4dbe-9188-42d255504dd3,true,795301,High Tap,_84f2bf8e-838a-4a78-8768-2629a004d428,TapChanger,_ef1d4902-47d7-4098-ac23-1f648a62cae6,794812,T1,_13addbd3-d14a-4598-9b37-b1fa5ce2bd6b,Terminal
_8ad943f2-cebd-4706-82d6-4e922de9c602,true,795753,High Tap,_3e5c43d8-0b89-48ff-8867-ca119ed1ae66,TapChanger,_42982ab8-f44f-4a4a-b39f-16f2f301954f,795579,T1,_44f6c413-4151-4d61-a5c4-47a7671a9612,Terminal
_e0188eb4-6d09-4b6d-b10a-a0fd800c4902,true,795759,High Tap,_e587ed0b-105f-4115-87ea-5b9a769cbde3,TapChanger,_42982ab8-f44f-4a4a-b39f-16f2f301954f,795579,T1,_44f6c413-4151-4d61-a5c4-47a7671a9612,Terminal
_7f76b0fb-729a-46ee-8be9-5c1ac8bd5d3b,true,800379,High Tap,_35833e57-83c7-4c90-9472-c03dbcfe9993,TapChanger,,,,,
_c44837b4-a8f2-4dc3-8b49-cb9249a844f9,true,800385,High Tap,_862ce890-a41a-4985-a24a-b1fc754074e9,TapChanger,,,,,
_1f260c20-6655-4bf3-8d20-0b37ee7ab6c0,true,800391,High Tap,_d6ca67ef-1e1a-4fe1-8d19-863930d40a7d,TapChanger,,,,,
_bccf460e-85b6-4d6c-905c-9f535fc52dc0,true,812383,High Tap,_a1505c57-fff0-4eb6-af9e-99916340577b,TapChanger,_ab9885d2-69cd-407b-a119-31f606b7e88b,812114,T1,_564cc6e3-0367-4acf-90ab-339065613093,Terminal
_3e2f5fad-2790-4a09-b1b8-975fef1ed980,true,812389,High Tap,_1e1c1a5b-9d2f-4aff-b356-1d6228bcc957,TapChanger,_ab9885d2-69cd-407b-a119-31f606b7e88b,812114,T1,_564cc6e3-0367-4acf-90ab-339065613093,Terminal
_07eb2b29-0b73-40e4-adae-7737b26c4ecf,true,812865,High Tap,_db505bf3-5f1b-485d-b9ef-a32a416b6a88,TapChanger,_15268428-f859-44ae-bfa4-1b779b04c7c6,812515,T1,_913f028d-d7e0-45dd-b2f9-460d3057de58,Terminal
_dc73749b-9ed1-44d3-9ba9-31d15627d24c,false,812890,Low Tap,_f2116573-bc4e-4d80-9db0-a5a437f73bda,TapChanger,,,,,
_ea2ca6be-faf9-4592-88ec-e0568f7e3a58,true,812894,High Tap,_d7f1da3d-da61-4d60-a561-ff4549fbb310,TapChanger,_15268428-f859-44ae-bfa4-1b779b04c7c6,812515,T1,_913f028d-d7e0-45dd-b2f9-460d3057de58,Terminal
_dc98db13-fae8-4e98-98be-1ff5437af13e,false,812919,Low Tap,_7a9ee60c-7ab4-4cf4-bd88-cb3a99543829,TapChanger,,,,,
_71fdc337-0dc4-4dd8-8629-9e372f54b2ef,true,812923,High Tap,_c3f49b69-1d79-438b-9125-5e1e0525b3d7,TapChanger,_15268428-f859-44ae-bfa4-1b779b04c7c6,812515,T1,_913f028d-d7e0-45dd-b2f9-460d3057de58,Terminal
_7a40e016-635c-496f-9d1f-2146b4c23235,false,812948,Low Tap,_ad0e375e-acc7-42db-bcc1-06d901127b5d,TapChanger,,,,,
_ec595423-94ab-443e-aa86-99dcfbadee45,false,814520,High Tap,_0161fcc8-c8a7-49e9-b207-89a011a039b3,TapChanger,,,,,
_c18b9b04-c529-4558-b543-3139e24460d1,false,814526,High Tap,_61af88e1-4400-4ac0-99c2-f7807eba7eae,TapChanger,,,,,
_f310cabe-d046-440d-bbb9-a0a5a57acc06,true,817490,High Tap,_bcac4ef4-e844-49ed-92d4-20694dc6c182,TapChanger,,,,,
_a9a21692-5c45-4079-980f-9993e6dbb4aa,true,817496,High Tap,_5f56be70-3662-4b1b-b90e-d392d5f3229a,TapChanger,,,,,
_b3dbd5d7-db6b-4ccc-b241-f6273812acd8,true,817502,High Tap,_3d77414f-0a4d-4aeb-b901-256241cdbe66,TapChanger,,,,,
_1a858c94-5f2f-4470-b431-275daee91f4c,true,831105,High Tap,_943970fe-6005-45c5-8802-8700e363061d,TapChanger,,,,,
_39ac4730-1c6b-48bc-bb7c-9c2fa4122297,true,831111,High Tap,_1807e514-fe13-4351-b4ad-4c09b428ebae,TapChanger,,,,,
_d0701291-c73d-4508-8c20-7f0f0dbe3f61,true,831117,High Tap,_9aeca4e7-563f-49bc-b589-22b68ec25150,TapChanger,,,,,
_32934fd7-7f72-440f-bd40-f2f31fa7ca2c,true,831123,High Tap,_64f0eb08-7d15-4fcd-bd0a-8849c835d7b1,TapChanger,,,,,
_cc06dec3-263b-4770-af5d-ca5caf5a9959,true,834687,High Tap,_f8ce7f8c-ed5e-4151-8bc1-9a9a56b4301c,TapChanger,,,,,
_7a156ff2-109f-40ae-8108-cbd4d33238c8,true,834693,High Tap,_6f3240b4-8e3c-4cb8-badc-c96a96e917ea,TapChanger,,,,,
_4e5b5428-b21f-469e-8fa7-423e28aa3ef5,true,834699,High Tap,_554bcf73-55fa-44aa-b7e7-48be9a951c83,TapChanger,,,,,
_6ae65d28-5660-457e-aebd-cb2d97532523,true,836059,High Tap,_74f94aca-b59b-4291-ade4-0d2435baf18e,TapChanger,,,,,
_6fcaf08a-8280-4b9d-8576-141a7bd0c1da,true,836065,High Tap,_78e41a66-a656-4de9-a7cd-453f2eb7bbb1,TapChanger,,,,,
_55ebb2c6-cfc5-454e-9e80-898a05c3cd8e,true,836071,High Tap,_efd95e75-4412-4b88-8bf6-04cb1728ae3e,TapChanger,,,,,
_79bff4ce-65fc-44af-9935-65ab40cfba7b,true,836953,High Tap,_f9bc03fb-acc0-4ac1-bbd2-7a794116d621,TapChanger,,,,,
_80198e8b-2a9c-474a-8c00-52b4737ad006,true,836959,High Tap,_ab250601-f15c-4ea7-a32e-87f3e25e89ca,TapChanger,,,,,
_92a2771e-ee2d-4b05-85c2-35affaca9747,true,851671,High Tap,_75fe8d9c-9aba-4a8d-9199-f4cbad8b002f,TapChanger,,,,,
_ab4ec8ad-53dc-4ea2-a9cb-98ff304c8056,true,851677,High Tap,_ee55ac63-eca9-48dd-9c87-b5608111d31c,TapChanger,,,,,
_4bc27be1-c592-4c0f-8d50-7168713fa580,true,851683,High Tap,_758828b2-0a9c-4f57-b29f-b57f6673281b,TapChanger,,,,,
_0a453e53-d6e0-47f0-8e28-987f6ae36830,true,851689,High Tap,_e40d2e40-c346-47f0-be5e-321fc163ab06,TapChanger,,,,,
_d4139357-3bf0-4bde-948a-6afdd4e3f1e9,true,857187,High Tap,_3b374ca1-c710-4ebf-b3b0-0823d66d63d3,TapChanger,_87f1478e-48d4-40a7-ab51-4a68a0829b96,857072,T1,_485cfc8b-c852-42ee-8c06-0e4316ec6873,Terminal
_be5f7938-72c5-4db6-bd4d-c209122de08f,true,857193,High Tap,_27d1655e-ec12-4ce5-ac44-40e0fd7eb368,TapChanger,_7d9b0c6e-b1be-45f6-9978-7e06e76d193f,857074,T1,_fed229be-1823-4799-86a6-11c1970dbf54,Terminal
_e1583bb9-38b4-4cab-9801-2cd52e47a015,true,857548,High Tap,_fcb98367-6a0a-4648-a25e-321f62bb663d,TapChanger,,,,,
_a2a2f68c-c90f-4024-ac2e-89c8162f3930,true,857554,High Tap,_6b51e01b-9931-4266-8bb7-0af42cc878ea,TapChanger,,,,,
_8a221860-afe4-4747-9b68-67a130bfbeab,false,860901,High Tap,_26f7439b-6a10-4073-8cf2-42c5d9a39400,TapChanger,,,,,
_84015902-cbbb-46ec-a012-96bc3104c932,false,860907,High Tap,_907f26ca-db31-4e45-bc80-239fc588740a,TapChanger,,,,,
_acd8d072-863a-4280-9ca4-e6c38310c647,true,862597,High Tap,_9cdb3557-9c22-4b66-992d-a07380eefbeb,TapChanger,_b7287527-42de-47fc-bea2-7ca9cee325ad,862482,T1,_a419a41d-6c02-42da-93e6-e68eb3908d82,Terminal
_46558691-90c3-43b3-8a01-820840b27d9c,true,862603,High Tap,_9fec2d59-de81-4c47-82cf-ed2f8be96d7e,TapChanger,_b7287527-42de-47fc-bea2-7ca9cee325ad,862482,T1,_a419a41d-6c02-42da-93e6-e68eb3908d82,Terminal
_acc9adb2-a75e-40ad-8cbb-fcfc34b456f0,true,862609,High Tap,_848e31a1-6300-48d7-8769-d003cb649507,TapChanger,_b7287527-42de-47fc-bea2-7ca9cee325ad,862482,T1,_a419a41d-6c02-42da-93e6-e68eb3908d82,Terminal
_ef2664a4-d5d2-49b8-93bb-61ec24297b72,true,864280,High Tap,_be0b0493-ca1a-49c1-96fc-e13cbd209ef6,TapChanger,_c13adaf6-72fd-4157-8a48-b8d0ebd517f7,863767,T1,_d3d2e3e0-94d9-4cca-9e75-1d3249328f56,Terminal
_113cea36-5dfc-4316-ba1b-a56b610b6cee,true,864286,High Tap,_37d05eb4-f261-44ce-8b88-f5b206923174,TapChanger,_c13adaf6-72fd-4157-8a48-b8d0ebd517f7,863767,T1,_d3d2e3e0-94d9-4cca-9e75-1d3249328f56,Terminal
_891ecff2-1419-4cc3-b467-093ee333a5d1,true,864292,High Tap,_8ae53f23-3bee-48b1-a75a-228b1d7129da,TapChanger,_c13adaf6-72fd-4157-8a48-b8d0ebd517f7,863767,T1,_d3d2e3e0-94d9-4cca-9e75-1d3249328f56,Terminal
_1f212197-1218-4181-a144-fd71ff29c94c,true,865360,High Tap,_5cb66ec7-9265-4f86-beb6-e7fba667dcc9,TapChanger,,,,,
_9d6a4e60-d9c6-4d1f-99c9-9f53214c90e7,true,867854,High Tap,_4e1f0d89-e054-4147-a200-2b5ffe118bc5,TapChanger,_3baf299c-b443-4bb2-9a0a-50a0e22752fd,867446,T1,_fe6366ad-17ca-41e8-84c2-1632f965652c,Terminal
_e63d06c1-6bee-4526-b971-b8a923c78c9a,true,867860,High Tap,_58d2eef0-3105-4ea9-8cc9-2d6be3cb2d9e,TapChanger,_3baf299c-b443-4bb2-9a0a-50a0e22752fd,867446,T1,_fe6366ad-17ca-41e8-84c2-1632f965652c,Terminal
_95f33612-2908-477d-bb19-379a6c3ccc5b,true,869148,High Tap,_9e9cf6c8-339e-431d-923f-6a20bc02add7,TapChanger,_741ace8a-580f-4f13-b2c1-725cba13c41f,868787,T1,_1d7082f0-525a-407f-8dbd-4354cca69cb8,Terminal
_355d6cfc-493b-45ab-9aa2-580df3e5f108,false,869173,Low Tap,_d48fbb0b-78d4-43ab-8bab-a5d03dfd9695,TapChanger,,,,,
_1769ba67-1327-4cce-b4ef-fd26ae19fa44,true,869177,High Tap,_0f322011-65ae-43cd-84cd-1530756cd2ef,TapChanger,_741ace8a-580f-4f13-b2c1-725cba13c41f,868787,T1,_1d7082f0-525a-407f-8dbd-4354cca69cb8,Terminal
_82d7463a-a798-4a4c-87ff-037cc5af4002,false,869202,Low Tap,_d8f2c01b-cec5-4e4c-a670-1e3a4fb99c22,TapChanger,,,,,
_b798d424-5009-4221-be5a-0e6eb87663a6,true,869206,High Tap,_8691dafa-f6d8-4ec6-b72a-109932537c2e,TapChanger,_741ace8a-580f-4f13-b2c1-725cba13c41f,868787,T1,_1d7082f0-525a-407f-8dbd-4354cca69cb8,Terminal
_135e4bd2-96d6-4d2a-af21-40440aa18d46,false,869231,Low Tap,_8f6c1443-c0b0-4d1f-a3f0-630e7223b39c,TapChanger,,,,,
_a62561e0-e1bc-419f-9b81-17a356e71c3f,true,870172,High Tap,_26219a14-a10e-447a-b414-f15576a09cc7,TapChanger,_aaacb549-ac8d-47d8-af2b-58b300840a60,869514,T1,_d0b30f27-6398-478e-b206-2e74437f4a34,Terminal
_bda2ed60-368c-45ef-9430-d71b53b1bcbd,true,870178,High Tap,_4a41cb79-584c-42fc-8e0f-090e8abce03d,TapChanger,_aaacb549-ac8d-47d8-af2b-58b300840a60,869514,T1,_d0b30f27-6398-478e-b206-2e74437f4a34,Terminal
_e7f86ff2-1003-4c72-9f5d-a5b1c354be3a,true,874647,High Tap,_d4b5c650-2ecb-4eb6-b0c8-4e0c563f1097,TapChanger,,,,,
_8ada165e-f146-4520-9f55-21a3a1ae187e,true,874653,High Tap,_22dfbbe0-4d50-4ca0-967a-96c3a7d1c0ea,TapChanger,,,,,
_788823bb-cc9b-46f0-89d3-1a14a2a1341e,true,874659,High Tap,_7124387c-88e4-472b-960a-87557eac6b6d,TapChanger,,,,,
_fe46b5e5-b54d-4f18-b0d8-d2513c90b37c,true,878821,High Tap,_2ddeb635-88e9-42ef-9524-273fd00b2aec,TapChanger,,,,,
_35dd3a61-f1ff-4858-a4fb-9fb9eccb5b54,true,878827,High Tap,_700ad149-ada3-4e25-bab2-bae091ea9ab8,TapChanger,,,,,
_0d9b5454-e166-497a-8be3-bfb67375b01b,true,878833,High Tap,_1643d295-5d1f-4c4c-9415-c85d0a467ca9,TapChanger,,,,,
_b685902a-2f03-4a73-8a4e-d856251d25ad,true,880347,High Tap,_e27ee393-0447-4ca6-ab15-78ca90adddcd,TapChanger,_8a1842e9-9108-4c1f-8e23-f6201b64a81c,879408,T1,_fb7d5c37-be59-4296-99a9-5a2987267499,Terminal
_b8273d92-d7ea-4434-af6f-9c214e759b24,false,880382,Low Tap,_2347cffe-6e37-450d-9978-c65ab5050e3c,TapChanger,,,,,
_5e42cdbc-504f-4afb-82be-35902f6c0831,true,880386,High Tap,_bf9d20e4-7846-409c-ae22-3677accf65cd,TapChanger,_8a1842e9-9108-4c1f-8e23-f6201b64a81c,879408,T1,_fb7d5c37-be59-4296-99a9-5a2987267499,Terminal
_50761b28-f11b-4a6a-92e5-74d6aec3c48e,false,880421,Low Tap,_6eb302ad-35d2-4e0b-a3af-edeb246f43af,TapChanger,,,,,
_3175edb0-e7fc-476e-8738-67631bc0d577,true,880425,High Tap,_c9ebefb7-1a02-436c-9a15-19487d4e155e,TapChanger,_8a1842e9-9108-4c1f-8e23-f6201b64a81c,879408,T1,_fb7d5c37-be59-4296-99a9-5a2987267499,Terminal
_346a4470-95a6-4f09-87aa-cf7aff8d2fc3,false,880460,Low Tap,_9886a63e-1156-4cfb-8e0b-c242c45ab8b2,TapChanger,,,,,
_4a68cf5a-97a0-4599-bd5f-ef4c4729bc4b,false,888192,High Tap,_2c263012-6ea7-402a-8ee6-fd7fe198ad96,TapChanger,,,,,
_b6916257-ef40-4887-8d1f-2b87c7dec51b,true,893807,High Tap,_27a9686e-3f03-48ac-bf76-b08fe05d59e7,TapChanger,_383e761c-122e-45f6-acc3-c20584162457,893517,T1,_c4ab3b98-cd32-4224-b433-e33cc2872c3c,Terminal
_44773972-08df-4abc-8f8e-c418a60d7a45,true,893823,High Tap,_5b745953-df41-43dd-af90-1970c1dea33a,TapChanger,_2e0b339a-9d0b-437a-9093-abf9c01a1a31,893519,T1,_bf8d8cae-b35b-4f47-8b90-97d3a5116974,Terminal
_67aae60c-7132-4831-89f1-779791925b35,true,894666,High Tap,_48bbe47c-2ad8-4c47-89df-aec1d93b17c7,TapChanger,_a4a83f30-06a8-4034-9e0f-5389be4fdc36,894440,T1,_4994c80d-e033-4c72-be97-39199052b8ab,Terminal
_afaae9ea-42bd-4685-8cde-69979e50a8a4,false,895401,High Tap,_19910fd0-191c-4527-8dd6-1e797613452d,TapChanger,,,,,
_17fd070e-6d96-4c09-b822-d0c38d568f3c,false,896005,High Tap,_722cba14-7d2a-41cf-a2f2-ee8b90cea649,TapChanger,,,,,
_8a1e8bda-8b8a-498f-8cad-bb407ae119e7,false,896098,High Tap,_30e7d463-9a4e-4aa5-8e54-f026191aac56,TapChanger,,,,,
_3d3a780f-b866-4adb-a1e6-9d95428ce0a9,true,896799,High Tap,_ee434d8c-f5aa-47c8-89c2-25e0c7334736,TapChanger,,,,,
_df147fd1-d434-4909-a77c-190c750a089f,true,896825,Low Tap,_f320ebde-5c88-4b4b-a859-310e7738810f,TapChanger,_e2a5db3a-badb-4f33-a6ad-331728933860,896416,T1,_eed730fa-0310-4380-8528-db72e0d1d1f2,Terminal
_8510864a-1dec-49a1-a127-d7e0edd5e0a9,true,896841,High Tap,_2deedb5f-5981-405a-93f1-b791311006fe,TapChanger,_cd133499-541d-496c-ba56-ba6a30eabf0b,896418,T1,_202d54b4-8b24-48f7-b5a3-09f66415a263,Terminal
_6df3f1c0-a952-489d-87d9-f6ca1dcf4722,true,903716,High Tap,_1e946fc9-52d7-40be-8805-0e07ea3ffedc,TapChanger,,,,,
_baeb3c67-166e-4ac1-b779-14c27f2e571f,false,903765,Low Tap,_edcc7a06-9883-4c0c-b5d3-23678d2c5e11,TapChanger,,,,,
_856fb3ce-6285-4d03-aa14-49848d6b6d47,true,907684,High Tap,_b3bcf18f-9b7b-4ab3-9946-12508bf94824,TapChanger,,,,,
_31230821-14da-481e-a6e1-0662e8710f71,true,910256,High Tap,_0ffdf3d2-aa67-435c-87e6-77b71086334c,TapChanger,_aba05d9a-6729-4931-ad04-a00242682a18,910095,T1,_4fe47a9d-8cfc-4fe9-a11f-85b99a8a3adb,Terminal
_3af4c304-1361-45ab-bc91-0f1241cdf4a9,false,911622,High Tap,_8ce919de-e76f-48c3-90db-4e12ce1d2cc9,TapChanger,,,,,
_e448d7ab-24e7-4f8c-83a3-b1bd671fe600,false,912513,High Tap,_937f76d7-c45e-4ea8-9e69-e771773421dd,TapChanger,,,,,
_e49a7450-f253-4e24-a5cd-ebc22e070af0,true,914499,High Tap,_f6cccb94-f3ec-46a6-89a9-6c3f9b4c8818,TapChanger,_7172e9d1-feae-4776-a70a-da35a2d0dd47,914161,T1,_c6399b38-f8d3-491d-9737-79a06569bc33,Terminal
_92c8707a-f5a7-4a95-860c-801fbbef75d0,true,914515,High Tap,_9d1267ff-57f8-4e3a-a757-5d35a2dce765,TapChanger,_9c2a6765-4b58-41f8-b2a3-117f4a21dd27,914163,T1,_714e575d-725d-45b0-8c4b-35343fb3a5ef,Terminal
_7fec2e59-7872-4b19-b65a-2b444ede6cb7,false,915384,High Tap,_893aa6af-8688-4755-936f-d67156afde40,TapChanger,,,,,
_573f2feb-9e99-4573-bacc-6a663b064fae,false,915390,High Tap,_b749518e-2e9b-46b9-9a9c-20a74c6a6f56,TapChanger,,,,,
_8ba473c7-4131-407e-8e95-b1de3e370de7,false,915396,High Tap,_d813745e-1368-4bc5-88c4-e77c2a7789e7,TapChanger,,,,,
_7723121f-868b-4d0f-9800-f8dd0f4a33f7,false,915402,High Tap,_c132b81e-08df-4b5a-8dff-7f746dc533e0,TapChanger,,,,,
_c022c1fb-26c3-4981-af0e-ac342ca4a346,true,915418,High Tap,_00cd8adc-9639-4ae7-a073-05281eb184ee,TapChanger,_33368f4c-0977-48df-a8b8-852cb2609a7b,915055,T1,_d11fe02c-fa7e-4e25-b8ef-ec31ad92c004,Terminal
_f672b4fd-c91b-482e-8f2b-17ce6b2001b0,false,916471,High Tap,_bac14de4-8df0-47b2-902f-9d9ae4d74c0e,TapChanger,,,,,
_2e810859-875d-4a3b-948e-26d0efc2c70a,false,916477,High Tap,_7f32d78d-0322-4c0a-a697-06404d3d0e80,TapChanger,,,,,
_c55a4aab-8fde-4aa5-9668-fc4794635e85,false,916483,High Tap,_096ae06a-8cfe-431f-8b40-9919c474f133,TapChanger,,,,,
_f52ccbbb-c834-421b-806c-170ba7ef1d7d,false,916489,High Tap,_3f26ba40-4a74-4200-b074-9db98b693ebf,TapChanger,,,,,
_b77ef52e-9a3c-4cb3-9092-b877d6566552,false,916495,High Tap,_50684da3-6ac1-40f4-8a21-180f9b31546a,TapChanger,,,,,
_bcf71746-5951-4c69-84b8-e988536267d6,false,917367,High Tap,_4d97286c-3139-4ecc-b092-e7d625fb0ee8,TapChanger,,,,,
_5983f740-a557-422c-99e4-144a2a029dab,false,917373,High Tap,_a01d0ddb-ecae-4e80-a4b9-d41c3be91691,TapChanger,,,,,
_bc737625-e9f5-482c-a3cc-5dcc88568d73,false,918310,High Tap,_aedce37c-6e27-46b5-af27-5ed3ee955905,TapChanger,,,,,
_dfd74fbe-d6fd-49d8-b399-bde9588ef715,false,918316,High Tap,_a3d58ec9-34b9-4502-8ee2-fd641b5ac4bf,TapChanger,,,,,
_3b4f9f62-4c1b-45a5-a397-52011f2a8a6d,false,918322,High Tap,_c8763e58-eca9-4bcc-87f0-cf082559ee8b,TapChanger,,,,,
_d20ab915-77ee-4774-ac80-e63e2657db37,true,918349,High Tap,_c3849368-30e4-4489-86c9-9ad7fa0ed1cd,TapChanger,_33a0037f-e553-430c-91ff-e0cad6f6940f,917889,T1,_1be44b92-3930-4d05-afc4-5c167707da46,Terminal
_a52db3ca-9d3d-470e-8314-6067a4784d9a,true,918365,High Tap,_3b359343-5ba6-451c-8e73-c3145c7f699c,TapChanger,_943f7d95-56a9-4d9b-b65c-e217c6d2da0c,917893,T1,_445a06a9-02b1-4772-9b88-380629e388f9,Terminal
_b72ed829-762d-41b0-8f8b-7cf0bc630f5e,true,919143,High Tap,_365e7811-350a-419c-9828-a149b48443fc,TapChanger,_d2d736f0-754b-461a-af9b-c107a3d2ca6d,918770,T1,_fa38a9ec-1ee4-45d5-b1be-3c680aef153f,Terminal
_3dcc6fbf-670b-4662-92bd-a22d7b2df7ff,true,920042,High Tap,_645cec93-549d-435a-bfed-42d117d58f9b,TapChanger,_8c498060-85af-4f37-8dca-0b8b711987fa,919614,T1,_db8d1fd7-3577-4ba7-bb8b-e8ff777dac98,Terminal
_83f08c65-7363-461f-a607-30f7623fb1f1,true,920058,High Tap,_2ac9decb-00a7-448d-b65e-83dee54e76cd,TapChanger,_0bd29976-170d-4a9a-a948-6612668b0502,919612,T1,_27ecebe9-6525-4dc7-b06f-07788fd56881,Terminal
_4bbd47f5-e305-49d7-9545-464095c5bcc9,false,931996,High Tap,_cc84bee9-933a-445b-bac8-175bad34213f,TapChanger,,,,,
_13553893-afe6-4469-89e5-6656056d1a31,false,932002,High Tap,_748c0644-0121-4612-8706-4cd0b94c0089,TapChanger,,,,,
_1371a6cd-8cc1-4de1-90a7-cb48d626e754,false,932548,High Tap,_537fb15b-dec5-4757-a8ac-789bb49d207a,TapChanger,,,,,
_d231a2ed-299e-4bb3-852f-155e60aee7fb,false,932554,High Tap,_0580ad43-37a1-416b-b1e3-49b456892b68,TapChanger,,,,,
_96ea8643-8ed6-4f88-a87b-a3db9e6a1df5,false,932560,High Tap,_5964c6fa-c6b7-4d4d-83f3-fa33a05c5676,TapChanger,,,,,
_f117bf4c-2e49-4cb1-9dda-f9efc19307f9,false,932566,High Tap,_dea35b5c-af13-46e8-a63e-48b64dd5e279,TapChanger,,,,,
_c3967fbd-9f86-4041-9426-8a740b151cde,false,932572,High Tap,_a16cf240-92fc-40eb-b0f7-609710b6737f,TapChanger,,,,,
_c8c782f6-9f84-46b3-9d6a-2891d197e9a4,false,932578,High Tap,_2b673dfc-d74c-4dcd-b7bd-ca6761db7d71,TapChanger,,,,,
_42ad7f9e-47f6-4e4a-b79b-4a535af61082,false,932584,High Tap,_e8ea390a-0dab-4a19-ab73-c5fbf174838b,TapChanger,,,,,
_5168fd07-3c95-4e3d-b7d4-c3be120b06cb,true,933582,High Tap,_efaa38e2-d881-4239-b47a-c5fa5a2dd214,TapChanger,_03fc84ec-ee99-4611-b78c-beabd16f6057,933203,T1,_00e8037b-7d7f-4054-8c23-841627d037e4,Terminal
_988b8801-3105-42f8-b7b5-9f396cf43d15,true,933588,High Tap,_e9c1b22c-1cdf-4f2a-bea3-12ab184324cc,TapChanger,_9000b85f-e7d7-4af4-a41f-c847d4401b59,933205,T1,_a7685ded-807e-4d57-9859-3062552c42af,Terminal
_becb53be-15a8-4f52-b79b-8e2a42a37895,false,933827,High Tap,_3bb22689-4eed-4c49-af1b-297119ceb396,TapChanger,,,,,
_388bffd4-6f6a-42b4-9ee4-f6a286485841,false,934092,High Tap,_82bdab44-bc2c-4fe3-ac0f-b103477c3bdf,TapChanger,,,,,
_289499dd-eae7-490e-9e34-92e67db1a6d5,false,934098,High Tap,_f4774e48-1386-4c9a-be37-7d58b85b38be,TapChanger,,,,,
_b884d6ce-82a4-4a0f-8dd3-f08eb6733807,false,934304,High Tap,_2a4e6013-2d43-4862-b605-7af654491caa,TapChanger,,,,,
_161c5094-b43c-4937-ba63-05036ec47cb4,false,934559,High Tap,_90d7ae55-03bd-414f-95d4-29fde9af780e,TapChanger,,,,,
